 Source IP,Inbound, Destination IP, Source Port, Destination Port, Protocol, Timestamp, Flow Duration,Flow Bytes/s, Flow Packets/s,Fwd Packets/s, Bwd Packets/s, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std, Max Packet Length, Min Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance, Fwd Header Length.1, Fwd Header Length, Bwd Header Length, min_seg_size_forward, act_data_pkt_fwd, Flow IAT Mean, Flow IAT Max, Flow IAT Min, Flow IAT Std,Fwd IAT Total, Fwd IAT Max, Fwd IAT Min, Fwd IAT Mean, Fwd IAT Std,Bwd IAT Total, Bwd IAT Max, Bwd IAT Min, Bwd IAT Mean, Bwd IAT Std,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size,Init_Win_bytes_forward, Init_Win_bytes_backward, Active Max, Active Min,Active Mean, Active Std, Idle Max, Idle Min,Idle Mean, Idle Std,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk,Bwd Avg Bulk Rate, Bwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Avg Fwd Segment Size, Avg Bwd Segment Size, CWE Flag Count,Subflow Fwd Packets, Subflow Bwd Packets, Subflow Fwd Bytes, Subflow Bwd Bytes,Label
24.198.1.251,1,192.168.1.138,60058,8000,6,22/04/2024 23:29,58,1965517.241,34482.75862,17241.37931,17241.37931,1,1,60,54,60,60,60,0,54,54,54,0,60,54,57,3,9,20,20,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,57,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,0,1,1,60,54,SYN
75.128.139.122,1,192.168.1.138,60059,8000,6,22/04/2024 23:29,85,1341176.471,23529.41176,11764.70588,11764.70588,1,1,60,54,60,60,60,0,54,54,54,0,60,54,57,3,9,20,20,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,57,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,0,1,1,60,54,SYN
137.60.243.1,1,192.168.1.138,60060,8000,6,22/04/2024 23:29,113,1008849.558,17699.11504,8849.557522,8849.557522,1,1,60,54,60,60,60,0,54,54,54,0,60,54,57,3,9,20,20,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,57,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,0,1,1,60,54,SYN
184.160.143.107,1,192.168.1.138,60061,8000,6,22/04/2024 23:29,140,814285.7143,14285.71429,7142.857143,7142.857143,1,1,60,54,60,60,60,0,54,54,54,0,60,54,57,3,9,20,20,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,57,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,0,1,1,60,54,SYN
198.79.234.99,1,192.168.1.138,60062,8000,6,22/04/2024 23:29,167,682634.7305,11976.0479,5988.023952,5988.023952,1,1,60,54,60,60,60,0,54,54,54,0,60,54,57,3,9,20,20,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,57,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,0,1,1,60,54,SYN
212.184.58.191,1,192.168.1.138,60063,8000,6,22/04/2024 23:29,3,38000000,666666.6667,333333.3333,333333.3333,1,1,60,54,60,60,60,0,54,54,54,0,60,54,57,3,9,20,20,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,57,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,0,1,1,60,54,SYN
43.231.191.24,1,192.168.1.138,60064,8000,6,22/04/2024 23:29,29,3931034.483,68965.51724,34482.75862,34482.75862,1,1,60,54,60,60,60,0,54,54,54,0,60,54,57,3,9,20,20,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,57,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,0,1,1,60,54,SYN
37.99.83.88,1,192.168.1.138,60065,8000,6,22/04/2024 23:29,56,2035714.286,35714.28571,17857.14286,17857.14286,1,1,60,54,60,60,60,0,54,54,54,0,60,54,57,3,9,20,20,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,57,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,0,1,1,60,54,SYN
151.66.115.61,1,192.168.1.138,60066,8000,6,22/04/2024 23:29,82,1390243.902,24390.2439,12195.12195,12195.12195,1,1,60,54,60,60,60,0,54,54,54,0,60,54,57,3,9,20,20,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,57,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,0,1,1,60,54,SYN
176.146.214.16,1,192.168.1.138,60067,8000,6,22/04/2024 23:29,109,1045871.56,18348.62385,9174.311927,9174.311927,1,1,60,54,60,60,60,0,54,54,54,0,60,54,57,3,9,20,20,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,57,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,0,1,1,60,54,SYN
1.196.84.173,1,192.168.1.138,60068,8000,6,22/04/2024 23:29,135,844444.4444,14814.81481,7407.407407,7407.407407,1,1,60,54,60,60,60,0,54,54,54,0,60,54,57,3,9,20,20,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,57,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,0,1,1,60,54,SYN
12.163.239.238,1,192.168.1.138,60069,8000,6,22/04/2024 23:29,161,708074.5342,12422.36025,6211.180124,6211.180124,1,1,60,54,60,60,60,0,54,54,54,0,60,54,57,3,9,20,20,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,57,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,0,1,1,60,54,SYN
225.37.161.197,1,192.168.1.138,60070,8000,6,22/04/2024 23:29,0,0,0,0,0,1,0,60,0,60,60,60,0,0,0,0,0,60,60,60,0,0,20,20,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,1,0,60,0,SYN
239.210.63.146,1,192.168.1.138,60071,8000,6,22/04/2024 23:29,0,0,0,0,0,1,0,60,0,60,60,60,0,0,0,0,0,60,60,60,0,0,20,20,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,1,0,60,0,SYN
140.84.174.201,1,192.168.1.138,60072,8000,6,22/04/2024 23:29,3,38000000,666666.6667,333333.3333,333333.3333,1,1,60,54,60,60,60,0,54,54,54,0,60,54,57,3,9,20,20,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,57,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,0,1,1,60,54,SYN
227.121.112.158,1,192.168.1.138,60073,8000,6,22/04/2024 23:29,0,0,0,0,0,1,0,60,0,60,60,60,0,0,0,0,0,60,60,60,0,0,20,20,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,1,0,60,0,SYN
28.74.218.95,1,192.168.1.138,60074,8000,6,22/04/2024 23:29,30,3800000,66666.66667,33333.33333,33333.33333,1,1,60,54,60,60,60,0,54,54,54,0,60,54,57,3,9,20,20,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,57,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,0,1,1,60,54,SYN
67.117.37.217,1,192.168.1.138,60075,8000,6,22/04/2024 23:29,62,1838709.677,32258.06452,16129.03226,16129.03226,1,1,60,54,60,60,60,0,54,54,54,0,60,54,57,3,9,20,20,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,57,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,0,1,1,60,54,SYN
107.117.84.4,1,192.168.1.138,60076,8000,6,22/04/2024 23:29,90,1266666.667,22222.22222,11111.11111,11111.11111,1,1,60,54,60,60,60,0,54,54,54,0,60,54,57,3,9,20,20,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,57,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,0,1,1,60,54,SYN
143.63.208.183,1,192.168.1.138,60077,8000,6,22/04/2024 23:29,117,974358.9744,17094.01709,8547.008547,8547.008547,1,1,60,54,60,60,60,0,54,54,54,0,60,54,57,3,9,20,20,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,57,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,0,1,1,60,54,SYN
190.161.252.49,1,192.168.1.138,60078,8000,6,22/04/2024 23:29,143,797202.7972,13986.01399,6993.006993,6993.006993,1,1,60,54,60,60,60,0,54,54,54,0,60,54,57,3,9,20,20,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,57,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,0,1,1,60,54,SYN
208.97.149.161,1,192.168.1.138,60079,8000,6,22/04/2024 23:29,3,38000000,666666.6667,333333.3333,333333.3333,1,1,60,54,60,60,60,0,54,54,54,0,60,54,57,3,9,20,20,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,57,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,0,1,1,60,54,SYN
48.210.120.95,1,192.168.1.138,60080,8000,6,22/04/2024 23:29,29,3931034.483,68965.51724,34482.75862,34482.75862,1,1,60,54,60,60,60,0,54,54,54,0,60,54,57,3,9,20,20,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,57,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,0,1,1,60,54,SYN
234.176.111.212,1,192.168.1.138,60081,8000,6,22/04/2024 23:29,0,0,0,0,0,1,0,60,0,60,60,60,0,0,0,0,0,60,60,60,0,0,20,20,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,1,0,60,0,SYN
195.222.252.188,1,192.168.1.138,60082,8000,6,22/04/2024 23:29,56,2035714.286,35714.28571,17857.14286,17857.14286,1,1,60,54,60,60,60,0,54,54,54,0,60,54,57,3,9,20,20,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,57,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,0,1,1,60,54,SYN
246.67.143.214,1,192.168.1.138,60083,8000,6,22/04/2024 23:29,83,1373493.976,24096.38554,12048.19277,12048.19277,1,1,60,54,60,60,60,0,54,54,54,0,60,54,57,3,9,20,20,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,57,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,0,1,1,60,54,SYN
139.27.10.77,1,192.168.1.138,60084,8000,6,22/04/2024 23:29,110,1036363.636,18181.81818,9090.909091,9090.909091,1,1,60,54,60,60,60,0,54,54,54,0,60,54,57,3,9,20,20,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,57,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,0,1,1,60,54,SYN
215.28.99.229,1,192.168.1.138,60085,8000,6,22/04/2024 23:29,137,832116.7883,14598.54015,7299.270073,7299.270073,1,1,60,54,60,60,60,0,54,54,54,0,60,54,57,3,9,20,20,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,57,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,0,1,1,60,54,SYN
125.150.66.149,1,192.168.1.138,60086,8000,6,22/04/2024 23:29,164,695121.9512,12195.12195,6097.560976,6097.560976,1,1,60,54,60,60,60,0,54,54,54,0,60,54,57,3,9,20,20,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,57,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,0,1,1,60,54,SYN
216.113.224.93,1,192.168.1.138,60087,8000,6,22/04/2024 23:29,3,38000000,666666.6667,333333.3333,333333.3333,1,1,60,54,60,60,60,0,54,54,54,0,60,54,57,3,9,20,20,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,57,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,0,1,1,60,54,SYN
32.161.255.145,1,192.168.1.138,60088,8000,6,22/04/2024 23:29,30,3800000,66666.66667,33333.33333,33333.33333,1,1,60,54,60,60,60,0,54,54,54,0,60,54,57,3,9,20,20,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,57,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,0,1,1,60,54,SYN
215.75.168.210,1,192.168.1.138,60089,8000,6,22/04/2024 23:29,57,2000000,35087.7193,17543.85965,17543.85965,1,1,60,54,60,60,60,0,54,54,54,0,60,54,57,3,9,20,20,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,57,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,0,1,1,60,54,SYN
171.62.138.188,1,192.168.1.138,60090,8000,6,22/04/2024 23:29,83,1373493.976,24096.38554,12048.19277,12048.19277,1,1,60,54,60,60,60,0,54,54,54,0,60,54,57,3,9,20,20,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,57,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,0,1,1,60,54,SYN
249.204.67.24,1,192.168.1.138,60091,8000,6,22/04/2024 23:29,109,1045871.56,18348.62385,9174.311927,9174.311927,1,1,60,54,60,60,60,0,54,54,54,0,60,54,57,3,9,20,20,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,57,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,0,1,1,60,54,SYN
232.143.89.10,1,192.168.1.138,60092,8000,6,22/04/2024 23:29,0,0,0,0,0,1,0,60,0,60,60,60,0,0,0,0,0,60,60,60,0,0,20,20,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,1,0,60,0,SYN
182.97.215.238,1,192.168.1.138,60093,8000,6,22/04/2024 23:29,136,838235.2941,14705.88235,7352.941176,7352.941176,1,1,60,54,60,60,60,0,54,54,54,0,60,54,57,3,9,20,20,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,57,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,0,1,1,60,54,SYN
36.12.23.5,1,192.168.1.138,60094,8000,6,22/04/2024 23:29,163,699386.5031,12269.93865,6134.969325,6134.969325,1,1,60,54,60,60,60,0,54,54,54,0,60,54,57,3,9,20,20,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,57,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,0,1,1,60,54,SYN
77.60.196.171,1,192.168.1.138,60095,8000,6,22/04/2024 23:29,3,38000000,666666.6667,333333.3333,333333.3333,1,1,60,54,60,60,60,0,54,54,54,0,60,54,57,3,9,20,20,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,57,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,0,1,1,60,54,SYN
208.232.28.143,1,192.168.1.138,60096,8000,6,22/04/2024 23:29,29,3931034.483,68965.51724,34482.75862,34482.75862,1,1,60,54,60,60,60,0,54,54,54,0,60,54,57,3,9,20,20,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,57,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,0,1,1,60,54,SYN
9.196.55.28,1,192.168.1.138,60097,8000,6,22/04/2024 23:29,57,2000000,35087.7193,17543.85965,17543.85965,1,1,60,54,60,60,60,0,54,54,54,0,60,54,57,3,9,20,20,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,57,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,0,1,1,60,54,SYN
142.250.70.227,1,192.168.1.138,443,53174,6,22/04/2024 23:29,22,7772727.273,90909.09091,45454.54545,45454.54545,1,1,105,66,105,105,105,0,66,66,66,0,105,66,85.5,19.5,380.25,20,20,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,85.5,269,2251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,66,0,1,1,105,66,BENIGN
192.168.1.138,0,142.250.70.196,58866,443,6,22/04/2024 23:29,390728,1681.476628,23.03392641,12.79662579,10.23730063,5,4,393,264,105,66,78.6,16.14434886,66,66,66,0,105,66,73,13.56465997,184,100,100,80,20,2,48841,276681,1,87402.05971,345472,276681,50,86368,110993.8478,341145,322003,1,113715,147488.9897,3,0,0,0,2,0,0,3,9,0,0,0.8,73,249,256,0,0,0,0,257540,24340,140940,116600,0,0,0,0,0,0,78.6,66,0,5,4,393,264,BENIGN
192.168.1.125,0,239.255.255.250,37714,1900,17,22/04/2024 23:29,714837,5508.948194,16.78704376,16.78704376,0,12,0,3938,0,356,279,328.1666667,31.31781531,0,0,0,0,356,279,328.1666667,31.31781531,980.8055556,96,96,0,8,12,64985.18182,306437,0,90029.07417,714837,306437,0,64985.18182,90029.07417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328.1666667,0,0,0,0,0,0,202331,99517,150924,51407,0,0,0,0,0,0,328.1666667,0,0,12,0,3938,0,BENIGN
192.168.1.138,0,142.250.70.162,36998,443,6,22/04/2024 23:29,139392,4713.326446,64.5661157,35.87006428,28.69605142,5,4,393,264,105,66,78.6,16.14434886,66,66,66,0,105,66,73,13.56465997,184,100,100,80,20,2,17424,48970,29,22111.84731,138647,95766,67,34661.75,39114.77602,90422,88710,761,30140.66667,41414.84541,2,0,0,0,2,0,0,2,9,0,0,0.8,73,249,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.6,66,0,5,4,393,264,BENIGN
192.168.1.138,0,142.250.70.226,52270,443,6,22/04/2024 23:29,51049,11577.11219,156.7121785,78.35608925,78.35608925,4,4,327,264,105,66,81.75,16.61888985,66,66,66,0,105,66,73.875,14.14600209,200.109375,80,80,80,20,2,7292.714286,39796,0,13577.97093,51049,42375,160,17016.33333,18252.74062,2565,2565,0,855,1209.152596,2,0,0,0,2,0,0,2,8,0,0,1,73.875,249,256,0,0,0,0,31282,8514,19898,11384,0,0,0,0,0,0,81.75,66,0,4,4,327,264,BENIGN
192.168.1.138,0,142.250.70.246,56796,443,6,22/04/2024 23:29,130271,4997.274912,69.08674993,38.38152774,30.70522219,5,4,393,258,105,66,78.6,16.14434886,66,60,64.5,2.598076211,105,60,72.33333333,14.03171012,196.8888889,100,100,80,20,2,16283.875,44669,1,17784.05415,85602,48302,82,21400.5,21636.16334,80349,46899,1,26783,19717.71231,2,0,0,0,2,0,1,2,8,0,0,0.8,72.33333333,249,0,31301,24327,27814,3487,42521,20745,33432.33333,9247.029986,0,0,0,0,0,0,78.6,64.5,0,5,4,393,258,BENIGN
192.168.1.138,0,142.250.70.238,50934,443,6,22/04/2024 23:29,383469,1541.193682,20.86218182,10.43109091,10.43109091,4,4,327,264,105,66,81.75,16.61888985,66,66,66,0,105,66,73.875,14.14600209,200.109375,80,80,80,20,2,54781.28571,256817,15,84035.32478,340004,256817,37520,113334.6667,101511.8331,334816,300297,1949,111605.3333,134009.5027,3,0,0,0,2,0,0,3,8,0,0,1,73.875,249,265,30621,26387,28504,2117,254868,21437,104608.3333,106452.3095,0,0,0,0,0,0,81.75,66,0,4,4,327,264,BENIGN
192.168.1.138,0,142.250.70.238,50946,443,6,22/04/2024 23:29,379995,1381.597126,18.42129502,10.5264543,7.894840722,4,3,327,198,105,66,81.75,16.61888985,66,66,66,0,105,66,75,14.78416141,218.5714286,80,80,60,20,2,63332.5,282693,15,99734.65032,336216,282693,4008,112072,122069.2863,332867,326487,6380,166433.5,160053.5,3,0,0,0,2,0,0,3,7,0,0,0.75,75,249,265,36740,4008,20374,16366,276313,39112,157712.5,118600.5,0,0,0,0,0,0,81.75,66,0,4,3,327,198,BENIGN
192.168.1.125,0,239.255.255.250,32910,1900,17,22/04/2024 23:29,820342,4800.436891,14.62804538,14.62804538,0,12,0,3938,0,356,279,328.1666667,31.31781531,0,0,0,0,356,279,328.1666667,31.31781531,980.8055556,96,96,0,8,12,74576.54545,202157,0,62803.10726,820342,202157,0,74576.54545,62803.10726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328.1666667,0,0,0,0,0,0,103101,97164,100132.5,2968.5,0,0,0,0,0,0,328.1666667,0,0,12,0,3938,0,BENIGN
192.168.1.138,0,142.250.70.198,59574,443,6,22/04/2024 23:29,84991,6953.677448,94.12761351,58.82975845,35.29785507,5,3,393,198,105,66,78.6,16.14434886,66,66,66,0,105,66,73.875,14.14600209,200.109375,100,100,60,20,2,12141.57143,41255,1,16728.01887,84991,43367,134,21247.75,21076.51166,34890,34889,1,17445,17444,2,0,0,0,2,0,0,2,8,0,0,0.6,73.875,249,265,0,0,0,0,41255,26438,33846.5,7408.5,0,0,0,0,0,0,78.6,66,0,5,3,393,198,BENIGN
192.168.1.138,0,142.250.70.202,58832,443,6,22/04/2024 23:29,49490,13275.40917,181.8549202,101.0305112,80.82440897,5,4,393,264,105,66,78.6,16.14434886,66,66,66,0,105,66,73,13.56465997,184,100,100,80,20,2,6186.25,41292,0,13419.37564,49490,42944,138,12372.5,17825.22271,1638,1638,0,546,772.1606051,2,0,0,0,2,0,0,2,9,0,0,0.8,73,249,265,0,0,0,0,35044,6248,20646,14398,0,0,0,0,0,0,78.6,66,0,5,4,393,264,BENIGN
192.168.1.125,0,239.255.255.250,34058,1900,17,22/04/2024 23:29,719619,5472.340224,16.67549078,16.67549078,0,12,0,3938,0,356,279,328.1666667,31.31781531,0,0,0,0,356,279,328.1666667,31.31781531,980.8055556,96,96,0,8,12,65419.90909,305779,0,90007.78228,719619,305779,0,65419.90909,90007.78228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328.1666667,0,0,0,0,0,0,202839,102751,152795,50044,0,0,0,0,0,0,328.1666667,0,0,12,0,3938,0,BENIGN
192.168.1.138,0,142.250.70.131,45004,443,6,22/04/2024 23:29,55995,10554.5138,142.8698991,71.43494955,71.43494955,4,4,327,264,105,66,81.75,16.61888985,66,66,66,0,105,66,73.875,14.14600209,200.109375,80,80,80,20,2,7999.285714,36736,1,12235.93181,54833,42940,1693,18277.66667,17781.36246,7366,6177,1,2455.333333,2675.860526,2,0,0,0,2,0,0,2,8,0,0,1,73.875,249,256,0,0,0,0,35043,10200,22621.5,12421.5,0,0,0,0,0,0,81.75,66,0,4,4,327,264,BENIGN
192.168.1.125,0,239.255.255.250,37736,1900,17,22/04/2024 23:29,716385,5497.044187,16.75076949,16.75076949,0,12,0,3938,0,356,279,328.1666667,31.31781531,0,0,0,0,356,279,328.1666667,31.31781531,980.8055556,96,96,0,8,12,65125.90909,306556,0,90107.52844,716385,306556,0,65125.90909,90107.52844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328.1666667,0,0,0,0,0,0,204583,101671,153127,51456,0,0,0,0,0,0,328.1666667,0,0,12,0,3938,0,BENIGN
192.168.1.125,0,239.255.255.250,36360,1900,17,22/04/2024 23:29,819611,4804.718336,14.64109193,14.64109193,0,12,0,3938,0,356,279,328.1666667,31.31781531,0,0,0,0,356,279,328.1666667,31.31781531,980.8055556,96,96,0,8,12,74510.09091,205510,0,63260.18088,819611,205510,0,74510.09091,63260.18088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328.1666667,0,0,0,0,0,0,103280,101989,102634.5,645.5,0,0,0,0,0,0,328.1666667,0,0,12,0,3938,0,BENIGN
